x,y,z
12.582,45.957,15
12.582,46.074,-1
12.582,46.422,-12
12.583,45.889,8
12.583,45.956,-1
12.583,45.989,4
12.583,46.066,0
12.583,46.071,4
12.584,41.874,0
12.584,45.874,0
12.584,45.888,-4
12.584,45.89,8
12.584,45.988,5
12.585,45.893,14
12.585,45.931,1
12.585,45.991,-5
12.585,45.993,0
12.585,46.069,1
12.585,46.07,-72
12.585,46.417,1
12.586,44.033,6
12.586,45.89,8
12.586,45.987,0
12.586,45.99,2
12.586,46.415,1
12.587,45.957,4
12.587,45.973,2
12.587,45.987,2
12.587,45.988,5
12.587,45.989,25
12.587,46.07,-1
12.587,46.415,1
12.588,45.958,1
12.588,45.986,-2
12.588,46.068,-17
12.588,46.069,8
12.588,46.07,75
12.588,46.073,2
12.589,45.634,2
12.589,45.891,-1
12.589,46.067,35
12.589,46.069,8
12.589,46.072,0
12.589,46.073,1
12.589,46.075,0
12.59,45.892,1
12.59,45.987,0
12.59,46.072,2
12.591,45.881,2
12.591,45.965,0
12.591,46.067,33
12.591,46.069,-104
12.592,45.784,26
12.592,45.892,0
12.592,45.894,16
12.592,45.964,-2
12.592,46.068,-42
12.593,45.964,5
12.593,45.965,10
12.593,45.966,0
12.593,46.067,2
12.593,46.101,-3
12.594,45.782,1
12.594,45.891,3
12.594,45.893,3
12.594,45.904,10
12.594,45.958,11
12.595,45.893,-2
12.595,45.895,-1
12.595,45.959,-5
12.595,45.96,-2
12.595,45.961,-3
12.595,45.963,2
12.595,46.066,1
12.596,45.888,3
12.596,45.893,2
12.596,45.894,6
12.596,45.943,6
12.596,45.958,16
12.596,45.963,1
12.596,45.964,5
12.596,45.965,2
12.596,45.97,20
12.596,46.064,1
12.596,46.066,1
12.596,46.098,-104
12.597,45.639,0
12.597,45.894,48
12.597,45.956,1
12.597,45.959,-9
12.597,45.96,1
12.597,45.962,7
12.597,45.963,1
12.597,45.964,16
12.597,45.965,-1
12.597,46.066,8
12.598,41.928,1
12.598,45.893,-72
12.598,45.894,-17
12.598,45.957,2
12.598,45.958,-1
12.598,45.959,2
12.598,45.96,9
12.598,45.966,-9
12.598,46.062,1
12.599,45.863,-22
12.599,45.895,4
12.599,45.903,-2
12.599,45.959,0
12.599,45.961,2
12.599,45.964,1
12.599,46.06,2
12.6,45.96,-56
12.6,45.961,1
12.6,45.962,-1
12.6,45.963,1
12.6,45.964,1
12.6,45.965,-9
12.6,46.059,1
12.6,46.064,1
12.601,41.918,108
12.601,45.902,9
12.601,45.96,-1
12.601,45.961,-1
12.601,45.965,5
12.601,46.064,1
12.602,45.947,10
12.602,45.969,20
12.602,46.063,2
12.603,45.865,-1
12.603,45.897,-69
12.603,45.898,2
12.603,45.947,1
12.603,45.97,1
12.603,46.051,3
12.603,46.062,1
12.603,46.063,-3
12.604,41.799,3
12.604,45.777,3
12.604,45.971,6
12.604,45.998,1
12.604,46.064,-1
12.604,46.065,3
12.605,45.866,22
12.605,45.943,34
12.605,45.946,1
12.605,45.969,8
12.605,46.061,2
12.605,46.064,-2
12.605,46.065,2
12.606,46.063,1
12.607,45.956,0
12.607,45.969,0
12.607,46.065,-1
12.607,46.115,1
12.608,45.97,-1
12.609,45.901,17
12.609,45.969,-1
12.609,46.062,1
12.609,46.063,1
12.61,45.901,15
12.61,45.944,-1
12.61,45.969,1
12.61,45.988,0
12.61,46.015,0
12.611,45.752,1
12.611,45.874,1
12.611,45.875,-7
12.611,45.909,2
12.611,45.959,1
12.611,45.964,0
12.611,45.965,74
12.611,45.966,-1
12.611,45.97,-5
12.612,45.956,-2
12.612,45.971,-2
12.612,46.026,3
12.613,45.874,-104
12.613,45.89,1
12.613,45.958,-17
12.613,45.96,0
12.613,45.969,7
12.613,45.97,-2
12.613,45.973,-1
12.614,41.794,9
12.614,45.958,-104
12.614,45.959,-68
12.614,45.969,8
12.614,45.973,3
12.614,45.974,0
12.614,45.98,2
12.614,45.986,2
12.614,45.988,5
12.614,46.201,-104
12.615,45.873,-7
12.615,45.876,-7
12.615,45.958,1
12.615,45.959,38
12.615,45.965,-2
12.615,45.969,2
12.615,45.973,7
12.615,45.976,-104
12.615,45.987,6
12.615,45.988,5
12.615,46.005,-1
12.616,45.751,-3
12.616,45.874,-7
12.616,45.876,0
12.616,45.977,-2
12.616,45.985,0
12.617,41.845,1
12.617,45.708,0
12.617,45.867,2
12.617,45.885,0
12.617,45.94,0
12.617,45.969,3
12.617,45.983,1
12.617,45.986,2
12.617,46.008,1
12.617,46.009,35
12.618,45.866,1
12.618,45.957,1
12.618,45.964,1
12.618,45.984,-2
12.618,45.985,0
12.618,45.987,0
12.618,45.995,7
12.619,45.497,1
12.619,45.708,4
12.619,45.864,4
12.619,45.866,-2
12.619,45.867,5
12.619,45.915,-1
12.619,45.954,2
12.619,45.957,7
12.619,45.978,-1
12.619,45.984,0
12.619,45.985,2
12.619,45.986,2
12.619,46.01,-104
12.62,45.867,17
12.62,45.871,0
12.62,45.957,-40
12.62,45.958,-2
12.62,45.962,3
12.62,45.984,-1
12.62,45.986,1
12.62,46.008,2
12.62,46.009,-112
12.62,46.01,18
12.62,46.027,9
12.62,46.029,-1
12.621,45.868,4
12.621,45.869,-4
12.621,45.955,10
12.621,45.956,17
12.621,45.968,-72
12.621,45.984,13
12.622,45.847,47
12.622,45.866,5
12.622,45.867,-7
12.622,45.869,24
12.622,45.958,-1
12.622,45.968,-1
12.623,45.868,-2
12.623,45.982,-1
12.623,45.986,8
12.623,46.002,-10
12.624,41.84,3
12.624,45.847,0
12.624,45.848,3
12.624,45.865,8
12.624,45.868,2
12.624,45.968,25
12.624,45.975,0
12.625,45.811,2
12.625,45.863,7
12.625,45.896,1
12.625,45.952,-1
12.625,45.958,-5
12.625,45.986,1
12.625,45.988,1
12.625,46.002,1
12.626,45.849,-40
12.626,45.968,8
12.626,45.989,3
12.626,46.001,8
12.626,46.058,4
12.627,45.85,-17
12.627,45.862,7
12.627,45.961,5
12.627,45.962,5
12.627,45.964,1
12.628,45.85,22
12.628,45.851,27
12.628,45.858,-6
12.628,45.96,1
12.628,45.961,2
12.628,45.967,-1
12.628,45.968,0
12.628,45.969,-24
12.628,45.986,4
12.629,45.848,-1
12.629,45.85,-103
12.629,45.963,-1
12.629,45.969,-7
12.629,46.0,1
12.63,45.969,-1
12.631,45.848,1
12.631,45.959,-1
12.632,45.852,1
12.632,45.967,0
12.632,45.969,1
12.632,45.97,-5
12.632,45.984,1
12.633,45.505,8
12.633,45.956,0
12.633,45.994,1
12.634,45.854,5
12.634,45.956,0
12.634,45.959,1
12.634,45.972,2
12.634,45.977,-2
12.634,45.999,-7
12.635,45.873,-5
12.635,45.97,5
12.635,45.971,0
12.635,45.991,3
12.635,45.992,17
12.635,46.001,2
12.635,46.143,0
12.635,46.148,4
12.636,45.503,2
12.636,45.926,-1
12.636,45.966,-18
12.636,45.981,1
12.636,45.987,3
12.636,45.99,2
12.636,46.019,1
12.637,45.873,-13
12.637,45.964,1
12.637,45.966,-103
12.637,45.971,0
12.637,45.989,1
12.637,46.0,-3
12.638,45.862,0
12.638,46.0,0
12.638,46.004,2
12.639,45.923,0
12.639,45.966,4
12.639,45.971,-12
12.639,45.972,75
12.639,45.982,0
12.639,45.988,19
12.64,45.966,-40
12.64,45.979,-3
12.64,46.146,3
12.641,45.972,2
12.642,45.928,0
12.642,45.966,-6
12.642,45.973,1
12.642,45.994,36
12.643,45.866,13
12.643,45.932,1
12.643,45.965,-71
12.643,45.966,1
12.643,45.973,1
12.643,45.994,1
12.644,45.533,39
12.644,45.537,-2
12.644,45.865,9
12.644,45.869,7
12.644,45.968,-34
12.644,45.972,1
12.644,45.99,18
12.644,45.995,1
12.644,45.997,0
12.644,45.999,8
12.644,46.0,18
12.645,45.823,0
12.645,45.93,2
12.645,45.965,60
12.645,45.97,4
12.645,45.973,0
12.645,45.995,-2
12.645,46.029,-14
12.645,46.032,2
12.646,45.929,-4
12.646,45.931,-2
12.646,45.937,3
12.646,45.962,3
12.646,45.965,-1
12.646,45.966,-1
12.646,45.968,11
12.646,45.974,2
12.646,45.975,-1
12.646,45.979,0
12.646,45.982,1
12.646,46.029,-14
12.646,46.032,-14
12.646,46.036,0
12.646,46.037,7
12.647,45.937,-104
12.647,45.939,17
12.647,45.957,26
12.647,45.959,2
12.647,45.965,-8
12.647,45.974,1
12.647,45.975,1
12.647,46.037,2
12.648,45.938,2
12.648,45.941,0
12.648,45.951,1
12.648,45.961,2
12.648,45.964,2
12.648,45.973,48
12.648,45.974,0
12.648,45.975,-2
12.648,46.031,0
12.648,46.032,-3
12.648,46.033,3
12.648,46.034,-2
12.648,46.036,11
12.649,45.546,0
12.649,45.925,4
12.649,45.934,1
12.649,45.935,-1
12.649,45.937,0
12.649,45.939,26
12.649,45.973,-104
12.649,45.974,93
12.649,45.975,-2
12.649,46.031,2
12.649,46.032,-4
12.649,46.033,6
12.649,46.035,5
12.649,46.036,6
12.65,45.925,4
12.65,45.926,9
12.65,45.927,5
12.65,45.936,-4
12.65,45.937,-3
12.65,45.94,1
12.65,45.963,1
12.65,45.97,3
12.65,45.971,1
12.65,45.972,27
12.65,45.974,-2
12.65,45.975,3
12.65,46.014,0
12.65,46.031,1
12.65,46.036,7
12.651,45.927,-1
12.651,45.932,12
12.651,45.936,14
12.651,45.938,12
12.651,45.939,-2
12.651,45.964,-2
12.651,45.97,1
12.651,45.971,-2
12.651,45.975,0
12.651,46.027,0
12.651,46.034,-5
12.651,46.036,-1
12.651,46.037,1
12.652,45.924,-12
12.652,45.929,8
12.652,45.93,9
12.652,45.937,-2
12.652,45.942,1
12.652,45.965,0
12.652,45.968,-40
12.652,45.969,1
12.652,46.024,1
12.652,46.026,-15
12.652,46.027,-1
12.652,46.037,0
12.653,45.929,-6
12.653,45.934,5
12.653,45.935,3
12.653,45.936,3
12.653,45.937,2
12.653,45.938,2
12.653,45.941,17
12.653,45.955,-104
12.653,45.956,-5
12.653,45.959,6
12.653,45.96,1
12.653,45.961,1
12.653,45.963,2
12.653,45.968,2
12.653,45.976,1
12.653,46.025,3
12.653,46.028,2
12.653,46.031,4
12.653,46.032,0
12.654,45.922,2
12.654,45.93,2
12.654,45.933,10
12.654,45.936,1
12.654,45.937,4
12.654,45.957,8
12.654,45.958,0
12.654,45.96,1
12.654,45.961,-16
12.654,45.964,2
12.654,45.965,1
12.654,45.968,0
12.654,46.035,-4
12.654,46.037,3
12.654,46.061,-1
12.655,45.932,-1
12.655,45.933,9
12.655,45.935,-1
12.655,45.953,-1
12.655,45.957,1
12.655,45.958,1
12.655,45.959,-2
12.655,45.961,3
12.655,45.962,-21
12.655,45.963,4
12.655,45.964,1
12.655,45.965,12
12.656,45.925,-1
12.656,45.93,9
12.656,45.948,0
12.656,45.957,8
12.656,45.958,0
12.656,45.961,9
12.656,45.962,-9
12.656,45.965,0
12.656,46.149,1
12.657,45.915,4
12.657,45.916,0
12.657,45.928,-5
12.657,45.93,-2
12.657,45.931,0
12.657,45.932,1
12.657,45.937,1
12.657,45.947,31
12.657,45.948,-1
12.657,45.956,4
12.657,45.957,3
12.657,45.958,-17
12.657,45.96,0
12.657,45.961,0
12.657,45.962,0
12.657,45.965,-1
12.657,45.969,0
12.657,45.97,-1
12.657,45.979,2
12.658,45.936,-3
12.658,45.937,2
12.658,45.938,5
12.658,45.956,0
12.658,45.957,1
12.658,45.958,-146
12.658,45.959,4
12.658,45.961,2
12.658,45.962,-11
12.658,45.964,-1
12.658,46.138,-2
12.658,46.139,-5
12.659,45.934,5
12.659,45.957,-7
12.659,45.958,4
12.659,45.959,9
12.659,45.962,-1
12.66,45.934,2
12.66,45.935,-2
12.66,45.937,-5
12.66,45.938,-9
12.66,45.947,20
12.66,45.948,-1
12.66,45.949,0
12.66,45.954,8
12.66,45.955,7
12.66,45.956,17
12.66,45.957,-62
12.66,45.958,-38
12.66,45.959,-13
12.66,45.96,5
12.66,45.962,1
12.66,45.963,0
12.66,45.967,-4
12.66,45.975,1
12.661,45.916,-1
12.661,45.95,1
12.661,45.954,2
12.661,45.955,-1
12.661,45.956,-8
12.661,45.957,0
12.661,45.958,-4
12.661,45.959,0
12.661,45.96,-36
12.661,45.961,13
12.661,45.962,-2
12.661,45.963,-1
12.661,46.157,-72
12.661,46.158,-40
12.661,46.163,30
12.662,45.914,1
12.662,45.946,3
12.662,45.95,1
12.662,45.951,-3
12.662,45.955,-4
12.662,45.956,0
12.662,45.957,3
12.662,45.958,6
12.662,45.96,0
12.662,45.961,-1
12.662,45.962,18
12.662,45.963,7
12.662,46.16,-104
12.663,45.952,0
12.663,45.956,0
12.663,45.957,10
12.663,45.958,3
12.663,45.959,3
12.663,45.96,-105
12.663,45.961,4
12.663,45.962,-3
12.663,45.973,3
12.663,45.974,-1
12.664,45.911,2
12.664,45.928,26
12.664,45.946,0
12.664,45.951,2
12.664,45.957,1
12.664,45.959,0
12.664,45.96,12
12.664,45.961,23
12.665,45.912,2
12.665,45.951,-2
12.665,45.952,1
12.665,45.956,-41
12.665,45.957,2
12.665,45.958,0
12.665,45.959,12
12.665,45.96,6
12.665,45.969,-2
12.665,45.97,-2
12.665,45.972,0
12.666,45.801,5
12.666,45.947,0
12.666,45.96,0
12.666,45.961,1
12.666,45.966,9
12.666,46.054,1
12.667,45.928,16
12.667,45.943,0
12.667,45.962,1
12.667,45.966,1
12.667,45.968,8
12.667,45.97,6
12.667,45.971,13
12.667,46.154,2
12.667,46.155,0
12.668,45.802,1
12.668,45.886,1
12.668,45.909,8
12.668,45.95,0
12.668,45.951,1
12.668,45.954,8
12.668,45.958,1
12.668,45.96,-1
12.668,45.968,35
12.668,45.977,1
12.668,46.0,1
12.669,45.951,2
12.669,45.953,-17
12.669,45.968,3
12.669,45.999,-35
12.669,46.0,0
12.67,45.909,0
12.67,45.934,0
12.67,45.952,-2
12.67,45.953,2
12.67,45.98,8
12.67,46.393,4
12.671,45.957,1
12.671,45.969,-1
12.671,46.565,17
12.672,45.576,1
12.672,45.891,-1
12.672,45.9,6
12.672,45.952,0
12.672,45.964,-1
12.672,45.965,-3
12.672,46.394,4
12.673,45.892,-1
12.673,45.893,-104
12.673,45.963,79
12.673,45.966,-5
12.673,45.968,-104
12.673,46.395,-104
12.674,45.515,0
12.674,45.893,-1
12.674,45.932,-6
12.674,45.941,5
12.674,45.943,1
12.674,45.945,3
12.674,45.946,-2
12.674,45.95,3
12.674,45.952,-1
12.674,45.965,4
12.675,45.944,12
12.675,45.946,14
12.675,45.949,4
12.675,45.951,-105
12.675,45.958,0
12.675,45.982,4
12.676,45.83,1
12.676,45.94,0
12.676,45.942,1
12.676,45.946,8
12.676,45.949,10
12.676,45.961,1
12.676,45.963,2
12.676,45.968,-1
12.676,46.031,-2
12.676,46.033,-104
12.676,46.512,1
12.677,45.884,0
12.677,45.897,0
12.677,45.94,4
12.677,45.946,-2
12.678,45.516,3
12.678,45.94,9
12.678,45.941,-1
12.678,45.942,0
12.678,45.946,10
12.678,45.962,-4
12.678,45.971,0
12.679,45.807,-3
12.679,45.94,-1
12.679,45.943,6
12.679,45.944,0
12.679,45.945,1
12.679,45.969,-1
12.679,46.036,-17
12.679,46.039,1
12.68,45.808,-8
12.68,45.81,2
12.68,45.941,1
12.68,45.942,-1
12.68,45.944,2
12.68,45.969,-1
12.68,45.97,-1
12.68,46.037,-24
12.68,46.395,0
12.681,45.578,3
12.681,45.729,0
12.681,45.73,2
12.681,45.808,-3
12.681,45.809,3
12.681,45.81,1
12.681,45.969,-17
12.681,45.97,-1
12.681,45.974,0
12.681,45.982,2
12.681,46.034,1
12.682,45.809,39
12.682,45.81,-5
12.682,45.811,8
12.682,45.948,33
12.682,46.034,1
12.682,46.097,-104
12.683,45.81,3
12.683,45.811,8
12.683,45.899,1
12.683,45.941,2
12.683,45.944,2
12.683,45.947,1
12.683,45.949,-1
12.683,46.163,1
12.683,46.468,6
12.684,45.811,8
12.684,45.857,1
12.684,45.895,0
12.684,45.898,-1
12.684,45.914,0
12.684,45.915,-1
12.684,45.942,1
12.684,45.953,-3
12.684,45.973,2
12.684,45.976,1
12.684,45.984,6
12.684,45.985,1
12.684,46.097,2
12.685,45.811,4
12.685,45.812,1
12.685,45.849,1
12.685,45.896,-1
12.685,45.915,1
12.685,45.947,-1
12.685,45.948,8
12.685,45.953,-5
12.685,45.954,7
12.685,45.958,2
12.685,45.966,-1
12.685,45.975,48
12.685,46.164,-104
12.685,46.468,0
12.686,45.807,-2
12.686,45.811,1
12.686,45.896,0
12.686,45.897,2
12.686,45.899,-3
12.686,45.954,0
12.686,45.957,4
12.686,45.987,0
12.686,46.162,1
12.687,45.812,4
12.687,45.813,4
12.687,45.896,-1
12.687,45.958,3
12.687,45.975,0
12.687,45.976,-1
12.688,45.81,6
12.688,45.812,6
12.688,45.895,9
12.688,45.952,41
12.688,45.975,0
12.688,45.986,-1
12.689,45.841,6
12.689,45.887,10
12.689,45.896,10
12.689,45.948,2
12.689,45.95,-24
12.69,45.81,0
12.69,45.818,2
12.69,45.886,0
12.69,45.889,1
12.69,45.948,-1
12.69,45.949,2
12.69,45.95,0
12.69,45.982,1
12.69,46.023,1
12.69,46.061,2
12.69,46.165,1
12.691,45.885,0
12.691,45.889,0
12.691,45.89,3
12.691,45.961,1
12.692,45.889,7
12.692,46.165,-2
12.693,45.818,-104
12.693,45.89,0
12.693,45.891,2
12.693,45.895,0
12.693,45.958,-2
12.693,46.162,0
12.694,45.819,45
12.694,45.891,1
12.694,45.892,2
12.694,45.895,-8
12.694,45.978,-40
12.694,45.979,2
12.694,45.987,0
12.695,45.821,-1
12.695,45.966,1
12.695,45.973,1
12.695,45.979,2
12.695,45.98,-1
12.696,45.887,2
12.696,45.892,2
12.696,45.953,4
12.696,45.98,1
12.696,46.166,1
12.697,45.891,2
12.697,45.98,-2
12.697,46.144,0
12.698,45.895,1
12.698,45.896,0
12.698,45.953,-28
12.698,45.965,-1
12.698,45.979,0
12.698,45.981,-2
12.698,45.985,-2
12.698,46.148,-1
12.699,45.9,2
12.699,45.952,1
12.699,45.98,-104
12.699,45.982,-1
12.699,45.984,0
12.699,45.987,1
12.699,46.143,1
12.699,46.146,-104
12.7,45.96,1
12.7,46.167,0
12.7,46.17,-1
12.701,45.912,-1
12.701,45.96,2
12.701,45.961,6
12.701,45.963,2
12.702,45.885,3
12.702,45.959,-2
12.702,45.961,2
12.702,45.962,4
12.702,45.984,-1
12.702,45.986,3
12.702,45.99,4
12.703,45.871,3
12.703,45.96,8
12.703,45.985,1
12.703,45.986,2
12.703,45.992,-2
12.703,46.157,13
12.703,46.169,4
12.703,46.57,37
12.704,45.876,0
12.704,45.945,18
12.704,45.96,-2
12.704,45.963,-1
12.704,45.964,10
12.704,45.986,25
12.704,45.988,35
12.704,46.168,1
12.704,46.169,-70
12.704,46.467,-3
12.705,45.889,0
12.705,45.945,5
12.705,45.962,32
12.705,45.963,11
12.705,46.17,52
12.706,45.876,0
12.706,45.905,0
12.706,45.962,-2
12.706,45.963,4
12.706,45.965,1
12.706,45.985,75
12.706,45.987,1
12.706,45.988,1
12.706,45.99,-1
12.706,46.159,13
12.706,46.164,-3
12.706,46.168,1
12.706,46.169,3
12.706,46.17,-1
12.706,46.171,0
12.707,45.879,-2
12.707,45.901,3
12.707,45.945,-1
12.707,45.963,27
12.707,45.964,11
12.707,45.976,4
12.707,45.982,0
12.707,45.988,-88
12.707,45.989,6
12.707,46.164,16
12.707,46.165,50
12.707,46.168,75
12.707,46.169,-6
12.707,46.171,1
12.707,46.172,-40
12.708,45.888,75
12.708,45.936,2
12.708,45.964,-1
12.708,45.988,10
12.708,45.989,-104
12.708,46.17,1
12.708,46.171,-91
12.708,46.172,6
12.708,46.173,1
12.708,46.465,-3
12.708,46.467,-104
12.709,45.822,1
12.709,45.883,-103
12.709,45.994,1
12.709,46.16,-13
12.709,46.164,5
12.709,46.165,-1
12.709,46.171,7
12.709,46.172,-1
12.709,46.173,10
12.709,46.468,0
12.71,45.691,0
12.71,45.822,-2
12.71,45.847,-1
12.71,45.849,-1
12.71,45.883,35
12.71,45.925,2
12.71,45.926,0
12.71,45.927,2
12.71,45.944,1
12.71,45.991,0
12.71,46.162,48
12.71,46.165,2
12.71,46.171,-1
12.71,46.176,-3
12.71,46.466,47
12.71,46.623,37
12.711,45.847,2
12.711,45.88,-40
12.711,45.884,-2
12.711,45.907,-1
12.711,45.943,2
12.711,45.972,1
12.711,46.169,9
12.711,46.17,0
12.711,46.176,-1
12.712,45.881,7
12.712,45.882,0
12.712,45.927,10
12.712,45.969,19
12.712,46.17,0
12.712,46.171,7
12.712,46.175,4
12.713,45.824,0
12.713,45.845,1
12.713,45.846,-2
12.713,45.847,0
12.713,45.881,9
12.713,45.882,0
12.713,45.885,-1
12.713,45.886,2
12.713,45.927,5
12.713,45.928,0
12.713,45.944,0
12.713,45.945,0
12.713,45.946,1
12.713,46.166,-3
12.713,46.167,-1
12.713,46.17,1
12.714,45.844,2
12.714,45.878,4
12.714,45.881,92
12.714,45.882,-72
12.714,45.926,3
12.714,46.164,-1
12.714,46.216,-104
12.715,45.847,-104
12.715,45.881,2
12.715,45.886,7
12.715,45.943,2
12.715,45.946,-1
12.715,45.998,7
12.715,46.162,3
12.716,45.88,-1
12.716,45.882,1
12.716,45.884,7
12.716,45.945,-12
12.716,45.947,-1
12.716,45.999,-1
12.716,46.162,4
12.716,46.177,-1
12.717,45.883,65
12.717,45.945,7
12.717,45.947,9
12.717,45.987,2
12.717,46.175,1
12.717,46.176,0
12.718,45.88,1
12.718,45.883,2
12.718,45.884,-4
12.718,45.942,2
12.718,45.945,-2
12.718,45.946,4
12.718,46.175,-1
12.719,45.882,7
12.719,45.942,8
12.719,45.947,18
12.719,46.152,-15
12.72,45.878,1
12.72,45.879,5
12.72,45.881,-4
12.721,45.878,-4
12.721,45.934,0
12.721,46.148,3
12.722,45.947,6
12.723,43.944,1
12.723,45.839,1
12.723,45.876,1
12.723,45.877,2
12.723,46.154,-7
12.724,45.872,-2
12.724,46.155,0
12.724,46.159,5
12.725,45.94,-2
12.725,45.945,2
12.725,45.948,4
12.725,46.155,0
12.725,46.157,-1
12.725,46.158,0
12.725,46.159,5
12.725,46.16,1
12.725,46.161,-2
12.726,43.947,-1
12.726,45.935,6
12.726,46.157,-3
12.726,46.159,4
12.726,46.212,11
12.727,45.9,-1
12.727,45.933,-4
12.727,46.153,5
12.727,46.157,0
12.727,46.158,1
12.728,45.899,6
12.728,45.901,0
12.728,45.927,2
12.728,45.93,0
12.728,45.931,-1
12.728,45.933,-3
12.728,45.938,1
12.728,46.15,-1
12.728,46.153,7
12.728,46.156,-2
12.728,46.585,37
12.729,45.902,-3
12.729,45.928,1
12.729,45.931,0
12.729,46.149,10
12.729,46.156,-6
12.73,45.901,4
12.73,45.929,-105
12.73,45.93,3
12.73,46.149,13
12.73,46.152,40
12.731,45.847,5
12.731,45.929,-1
12.731,46.151,40
12.732,45.922,2
12.732,45.927,-1
12.732,45.928,-57
12.733,45.899,0
12.733,45.927,8
12.733,46.152,2
12.734,45.848,-1
12.734,45.922,-2
12.734,46.153,-2
12.735,45.848,0
12.735,45.93,35
12.735,45.931,0
12.735,45.945,1
12.735,45.957,-1
12.735,46.255,1
12.736,45.927,0
12.736,45.93,2
12.736,45.947,-1
12.737,45.85,-1
12.737,45.982,-2
12.738,45.833,1
12.738,45.852,3
12.738,45.948,-1
12.738,46.001,0
12.739,45.854,2
12.74,45.947,0
12.741,45.909,1
12.741,45.948,1
12.744,45.856,2
12.744,45.857,-1
12.745,45.93,3
12.745,45.948,-1
12.745,45.95,1
12.746,45.926,1
12.746,45.949,-3
12.746,46.15,-104
12.747,46.15,1
12.748,45.858,0
12.748,45.897,-1
12.749,45.857,0
12.749,45.86,6
12.749,45.861,-1
12.75,45.949,4
12.751,45.859,-2
12.751,45.916,0
12.751,45.972,2
12.751,46.185,4
12.753,45.862,1
12.753,45.863,-105
12.753,45.942,8
12.753,45.949,-2
12.753,46.186,-104
12.753,46.187,-17
12.754,45.858,-1
12.754,45.863,-1
12.754,45.972,8
12.755,45.857,-1
12.755,45.94,2
12.755,45.941,2
12.755,45.972,8
12.756,45.863,1
12.756,45.942,1
12.756,45.95,0
12.757,45.855,2
12.757,45.856,-3
12.757,45.918,-1
12.757,46.183,-1
12.757,46.58,0
12.758,45.919,-104
12.759,45.947,6
12.759,45.948,-9
12.76,45.921,2
12.76,45.952,1
12.761,45.915,-1
12.762,41.952,-1
12.763,45.917,0
12.763,45.95,1
12.763,46.189,-48
12.764,45.863,36
12.765,45.866,3
12.766,45.863,-1
12.766,45.938,1
12.766,46.091,1
12.766,46.185,-1
12.767,45.866,-2
12.767,45.867,0
12.767,45.895,-1
12.767,45.95,10
12.767,45.959,1
12.768,45.862,0
12.768,45.867,1
12.768,45.868,1
12.768,45.95,1
12.768,45.952,-1
12.768,45.963,0
12.769,45.868,1
12.769,45.893,-1
12.769,45.963,8
12.769,46.092,1
12.769,46.093,3
12.769,46.194,-104
12.77,45.866,3
12.77,45.879,-2
12.77,45.947,-2
12.77,45.951,2
12.77,45.964,0
12.77,45.965,-104
12.77,45.967,-17
12.771,45.866,1
12.771,45.867,16
12.771,45.869,-5
12.771,45.87,2
12.771,45.947,0
12.771,45.951,4
12.771,45.966,1
12.771,45.969,-1
12.772,45.863,33
12.772,45.866,-1
12.772,45.867,2
12.772,45.868,5
12.772,45.876,0
12.772,45.948,23
12.772,45.95,6
12.772,45.965,-1
12.773,45.868,3
12.773,45.948,25
12.773,45.949,1
12.773,45.951,-5
12.773,45.964,5
12.773,45.965,3
12.774,45.89,0
12.774,45.92,6
12.774,45.948,23
12.774,45.951,0
12.774,45.953,0
12.774,46.078,7
12.775,45.907,2
12.775,45.921,2
12.775,45.948,6
12.775,45.966,-3
12.776,45.947,1
12.776,46.079,-104
12.777,46.078,0
12.778,46.217,1
12.778,46.585,-90
12.779,45.952,1
12.779,46.585,-17
12.78,45.948,3
12.78,46.078,-1
12.781,45.965,5
12.781,45.983,-2
12.781,45.988,19
12.784,45.95,2
12.784,46.604,9
12.785,45.953,0
12.786,46.217,1
12.787,46.088,1
12.787,46.147,-17
12.788,45.952,-6
12.788,45.953,-3
12.788,46.217,-2
12.789,45.953,1
12.789,46.218,-104
12.789,46.31,-104
12.79,46.309,-1
12.79,46.417,-2
12.79,46.419,1
12.791,45.783,0
12.791,46.146,-104
12.791,46.218,0
12.791,46.309,1
12.793,46.217,-2
12.793,46.417,-3
12.794,46.204,27
12.794,46.284,7
12.794,46.416,-17
12.794,46.417,0
12.795,45.973,1
12.795,46.417,1
12.796,46.285,-97
12.796,46.52,0
12.797,46.283,1
12.797,46.415,-104
12.798,45.653,0
12.798,45.973,-41
12.799,45.649,-1
12.799,45.972,0
12.799,45.973,2
12.799,45.975,1
12.799,46.415,2
12.799,46.52,9
12.8,45.871,2
12.8,45.971,-104
12.8,45.972,1
12.801,45.976,7
12.802,45.856,4
12.803,45.975,1
12.803,46.52,-104
12.805,45.854,4
12.806,45.854,-5
12.806,46.413,3
12.807,45.853,0
12.807,46.41,8
12.807,46.52,-7
12.808,45.852,0
12.809,45.852,32
12.809,45.976,1
12.809,46.187,13
12.811,45.854,6
12.812,45.803,-2
12.812,45.842,-2
12.812,45.853,6
12.813,45.842,0
12.813,45.967,2
12.813,46.021,0
12.814,45.803,7
12.814,45.845,-40
12.814,45.848,4
12.815,45.791,1
12.815,45.846,0
12.815,45.848,71
12.815,46.036,17
12.816,45.846,-101
12.816,45.848,1
12.817,45.797,-3
12.817,45.895,0
12.819,46.024,1
12.82,45.762,0
12.821,45.764,2
12.822,46.037,-1
12.823,46.025,11
12.824,46.403,-104
12.825,45.958,1
12.825,46.038,7
12.826,45.957,5
