x,y,z
13.806,45.61,2
13.806,45.615,8
13.806,45.617,-1
13.806,45.62,2
13.806,45.63,6
13.806,45.653,12
13.806,45.656,-3
13.806,45.658,0
13.807,45.588,32
13.807,45.59,1
13.807,45.602,5
13.807,45.605,-104
13.807,45.615,2
13.807,45.62,0
13.807,45.626,-2
13.807,45.642,1
13.807,45.655,-2
13.807,45.663,0
13.808,45.593,-48
13.808,45.606,-1
13.808,45.617,0
13.808,45.618,0
13.808,45.625,1
13.808,45.626,8
13.808,45.661,12
13.809,45.6,2
13.809,45.611,-1
13.809,45.616,2
13.809,45.619,-19
13.809,45.62,1
13.809,45.621,75
13.809,45.652,1
13.81,45.617,1
13.81,45.621,0
13.81,45.657,-2
13.811,45.611,-6
13.811,45.619,2
13.811,45.622,4
13.811,45.652,3
13.812,45.608,1
13.812,45.611,2
13.812,45.614,2
13.812,45.617,-10
13.813,45.615,-8
13.813,45.617,-2
13.813,45.62,3
13.813,45.621,-1
13.813,45.645,-1
13.814,45.615,2
13.814,45.616,2
13.815,45.608,-12
13.815,45.616,2
13.815,45.618,3
13.816,45.609,-16
13.817,45.623,-1
13.817,45.651,1
13.818,45.611,-6
13.818,45.618,4
13.818,45.619,-1
13.819,45.609,-1
13.819,45.611,5
13.819,45.612,42
13.819,45.613,0
13.819,45.617,2
13.819,45.64,-34
13.82,45.615,42
13.82,45.616,2
13.82,45.618,1
13.82,45.625,1
13.82,45.642,8
13.821,45.613,9
13.821,45.618,177
13.821,45.706,-1
13.822,45.608,1
13.822,45.61,6
13.822,45.613,-1
13.822,45.614,1
13.822,45.615,-1
13.823,45.609,18
13.823,45.614,6
13.823,45.641,75
13.823,45.699,0
13.824,45.607,4
13.824,45.609,1
13.824,45.61,5
13.824,45.614,0
13.824,45.615,3
13.824,45.619,-104
13.824,45.621,3
13.824,45.635,1
13.825,45.606,0
13.825,45.61,0
13.825,45.611,17
13.825,45.614,3
13.825,45.64,-104
13.826,45.607,3
13.826,45.608,1
13.826,45.609,52
13.826,45.613,3
13.826,45.617,1
13.826,45.635,0
13.826,45.701,2
13.827,45.607,6
13.827,45.608,7
13.827,45.611,-18
13.827,45.612,-11
13.827,45.62,0
13.827,45.622,-1
13.828,45.608,16
13.828,45.609,-80
13.828,45.614,-5
13.828,45.634,-14
13.828,45.644,-1
13.828,45.658,0
13.829,45.608,-1
13.829,45.609,0
13.829,45.611,-3
13.829,45.619,0
13.829,45.62,0
13.829,45.623,0
13.829,45.657,32
13.829,45.658,-72
13.829,45.698,-1
13.83,45.643,-1
13.831,45.603,2
13.831,45.635,1
13.831,45.636,6
13.831,45.699,3
13.832,45.699,0
13.833,45.609,3
13.833,45.617,2
13.834,45.609,1
13.836,45.661,-4
13.837,45.605,4
13.837,45.622,2
13.839,45.659,1
13.84,42.823,4
13.841,45.626,1
13.844,45.626,0
13.846,45.609,-60
13.848,42.625,1
13.848,45.61,-62
13.849,45.665,2
13.85,45.603,0
13.85,45.605,1
13.85,45.644,3
13.852,45.602,3
13.854,45.6,-1
13.854,45.602,-3
13.854,45.616,4
13.855,45.603,-4
13.855,45.608,0
13.855,45.64,2
13.856,45.604,5
13.857,45.608,-2
13.857,45.613,1
13.858,45.601,-104
13.859,45.614,-1
13.859,45.615,-2
13.86,45.641,2
13.862,45.641,-24
13.863,45.641,-2
13.863,45.642,-104
13.864,45.642,-5
13.868,45.62,1
14.06,42.518,0
14.064,37.493,4
14.134,42.355,1
14.139,42.381,3
14.174,40.805,2
14.177,41.522,-6
14.185,42.488,-2
14.199,40.926,42
14.2,40.92,3
14.211,42.469,3
14.222,40.834,10
14.223,40.83,-2
14.232,40.837,0
14.234,37.074,0
14.239,40.836,3
14.24,37.074,8
14.242,40.834,1
14.242,40.858,73
14.244,41.009,2
14.247,40.87,7
14.249,40.842,4
14.251,40.845,1
14.252,40.841,2
14.253,40.842,1
14.255,40.841,2
14.26,40.848,-8
14.262,40.86,-6
14.27,40.862,1
14.273,40.895,-1
14.278,40.858,9
14.278,40.936,5
14.279,40.851,-1
14.284,40.858,-15
14.285,40.853,-5
14.298,40.903,-2
14.301,40.843,0
14.319,40.825,1
14.321,41.006,0
14.33,40.819,4
14.331,40.818,-1
14.333,40.831,0
14.336,40.819,6
14.339,40.85,0
14.344,40.911,-2
14.352,40.863,-9
14.356,40.861,4
14.375,40.785,-1
14.409,40.775,1
14.411,40.916,0
14.475,40.96,-1
14.478,40.964,15
14.481,40.96,0
14.482,40.735,56
14.486,40.957,0
14.487,40.949,0
14.488,40.711,0
14.488,40.961,3
14.509,40.695,10
14.547,40.725,-4
14.643,40.743,3
14.709,42.116,0
14.736,40.785,9
14.763,40.906,-3
14.77,38.112,5
14.774,36.832,3
14.843,40.917,4
14.844,36.73,-5
14.942,38.174,-1
15.001,41.988,-1
15.064,37.437,12
15.105,37.531,1
15.221,37.23,34
15.278,37.091,2
15.339,41.505,-2
15.442,38.244,1
15.608,40.377,0
15.897,38.679,2
15.958,41.705,0
16.552,40.822,0
16.691,41.108,2
16.787,41.105,9
16.815,41.115,-26
16.882,41.102,2
17.114,40.581,2
17.203,40.566,38
17.27,40.971,1
17.306,40.706,6
17.946,40.638,7
17.967,40.328,-54
18.076,39.988,2
18.092,39.961,0
18.168,40.353,-3
18.177,40.339,0
18.178,40.335,2
